"","price","vehicleType","gearbox","powerPS","kilometer","fuelType","age"
"42962",100,"compact","manuell",50,80000,"benzin",20
"42966",500,"compact","manuell",60,150000,"benzin",23
"42967",130,"compact","manuell",60,150000,"benzin",21
"42976",5800,"cabrio","manuell",136,100000,"benzin",19
"42977",7000,"cabrio","manuell",118,150000,"benzin",16
"42978",699,"compact","manuell",60,150000,"benzin",14
"42979",3850,"compact","manuell",55,60000,"benzin",9
"42982",1690,"compact","manuell",60,150000,"benzin",15
"42984",16799,"suv","automatik",224,150000,"diesel",10
"42986",3350,"compact","manuell",131,150000,"diesel",12
"42994",6700,"compact","automatik",106,150000,"diesel",11
"42999",16900,"coupe","automatik",292,150000,"benzin",10
"43001",3250,"cabrio","manuell",131,80000,"benzin",21
"43008",25900,"cabrio","manuell",295,80000,"benzin",10
"43010",1900,"compact","manuell",75,125000,"benzin",15
"43011",1800,"compact","manuell",65,150000,"benzin",12
"43013",1250,"compact","manuell",56,150000,"benzin",17
"43023",3200,"compact","manuell",54,80000,"benzin",9
"43026",4200,"compact","automatik",84,125000,"benzin",10
"43027",20990,"coupe","manuell",140,60000,"diesel",4
"43037",14000,"cabrio","manuell",80,50000,"benzin",46
"43043",8250,"compact","manuell",82,20000,"benzin",4
"43056",26500,"suv","automatik",265,150000,"diesel",4
"43059",500,"compact","manuell",75,80000,"benzin",21
"43062",7790,"compact","manuell",69,20000,"benzin",9
"43063",890,"compact","manuell",50,150000,"benzin",19
"43071",2000,"cabrio","manuell",90,150000,"benzin",21
"43072",7500,"compact","manuell",75,125000,"diesel",6
"43075",1200,"cabrio","manuell",121,125000,"benzin",21
"43084",3399,"compact","manuell",100,125000,"benzin",15
"43086",220,"compact","manuell",55,150000,"benzin",24
"43091",899,"compact","manuell",60,150000,"benzin",16
"43096",250,"compact","manuell",60,150000,"benzin",16
"43099",950,"compact","manuell",45,150000,"benzin",27
"43101",46280,"cabrio","automatik",184,20000,"diesel",2
"43104",8500,"compact","manuell",120,80000,"benzin",10
"43106",3600,"compact","manuell",75,150000,"diesel",13
"43117",10900,"compact","manuell",105,70000,"benzin",6
"43118",3450,"coupe","manuell",140,150000,"diesel",13
"43125",3100,"coupe","automatik",197,150000,"benzin",17
"43127",8550,"compact","manuell",90,40000,"benzin",4
"43128",3350,"compact","automatik",5,20000,"diesel",12
"43139",1500,"compact","manuell",50,125000,"benzin",16
"43140",2499,"compact","manuell",54,125000,"benzin",11
"43147",950,"compact","manuell",54,150000,"benzin",12
"43149",650,"compact","manuell",45,150000,"benzin",21
"43150",650,"compact","manuell",58,90000,"benzin",20
"43156",650,"compact","manuell",82,150000,"diesel",16
"43160",6499,"suv","manuell",133,150000,"diesel",13
"43161",4990,"compact","automatik",61,70000,"benzin",7
"43162",10900,"coupe","manuell",122,100000,"benzin",6
"43164",2950,"compact","manuell",60,80000,"benzin",14
"43174",10000,"cabrio","automatik",343,150000,"benzin",14
"43175",24990,"cabrio","automatik",360,90000,"benzin",10
"43176",2599,"compact","manuell",150,150000,"benzin",11
"43178",7777,"suv","manuell",103,150000,"diesel",18
"43180",6350,"compact","manuell",69,60000,"benzin",6
"43181",2999,"compact","manuell",118,150000,"benzin",20
"43186",2250,"compact","automatik",75,90000,"benzin",14
"43193",4890,"compact","manuell",77,30000,"benzin",7
"43203",1700,"coupe","manuell",102,150000,"benzin",15
"43204",3500,"compact","manuell",80,150000,"benzin",11
"43205",3990,"compact","manuell",86,125000,"benzin",10
"43207",700,"compact","manuell",90,150000,"benzin",18
"43208",5500,"coupe","manuell",179,150000,"benzin",18
"43216",3500,"compact","manuell",54,80000,"benzin",12
"43217",29899,"suv","automatik",340,150000,"diesel",7
"43225",2300,"coupe","automatik",61,125000,"benzin",12
"43226",14999,"coupe","manuell",264,150000,"benzin",10
"43227",2700,"compact","manuell",58,70000,"benzin",9
"43229",750,"compact","manuell",50,150000,"benzin",15
"43232",8990,"compact","manuell",69,40000,"benzin",5
"43237",800,"compact","manuell",75,150000,"benzin",15
"43239",5400,"suv","manuell",94,60000,"benzin",11
"43243",19900,"coupe","automatik",231,150000,"diesel",8
"43246",8290,"compact","manuell",69,20000,"benzin",4
"43247",500,"compact","manuell",60,150000,"benzin",15
"43248",700,"compact","manuell",50,150000,"benzin",20
"43249",17900,"coupe","manuell",239,150000,"diesel",9
"43257",10500,"compact","manuell",105,150000,"diesel",6
"43262",3250,"compact","automatik",68,125000,"diesel",13
"43276",1150,"compact","manuell",90,150000,"benzin",19
"43282",4000,"coupe","manuell",116,150000,"benzin",12
"43286",3000,"coupe","manuell",116,150000,"benzin",17
"43291",3990,"cabrio","manuell",136,125000,"benzin",14
"43295",2500,"compact","automatik",75,150000,"benzin",11
"43298",6900,"compact","manuell",69,40000,"benzin",7
"43302",5800,"coupe","manuell",170,150000,"benzin",20
"43304",999,"compact","manuell",60,150000,"diesel",17
"43307",2000,"compact","manuell",60,125000,"benzin",18
"43309",2199,"compact","manuell",60,80000,"benzin",14
"43316",999,"compact","manuell",72,150000,"benzin",18
"43317",2950,"cabrio","manuell",125,150000,"benzin",12
"43319",19800,"suv","manuell",135,125000,"benzin",39
"43320",2790,"cabrio","automatik",61,100000,"benzin",13
"43323",27500,"coupe","manuell",360,5000,"benzin",31
"43324",13850,"cabrio","manuell",170,50000,"benzin",9
"43325",1150,"compact","automatik",65,80000,"benzin",20
"43327",8700,"compact","manuell",86,10000,"benzin",3
"43336",890,"compact","manuell",60,90000,"benzin",22
"43339",8200,"coupe","manuell",192,150000,"benzin",16
"43341",3200,"cabrio","manuell",75,150000,"benzin",17
"43343",19500,"cabrio","manuell",218,80000,"benzin",10
"43345",1200,"compact","manuell",54,150000,"benzin",14
"43347",14400,"cabrio","manuell",143,90000,"benzin",8
"43351",7400,"cabrio","automatik",192,150000,"benzin",23
"43361",23000,"cabrio","automatik",122,30000,"benzin",3
"43365",1400,"compact","manuell",75,150000,"benzin",16
"43367",26725,"cabrio","manuell",140,20000,"diesel",2
"43368",999,"compact","manuell",58,80000,"benzin",19
"43376",4500,"compact","manuell",64,60000,"benzin",11
"43377",2300,"cabrio","manuell",95,125000,"benzin",14
"43385",6990,"compact","manuell",75,30000,"benzin",4
"43386",5800,"compact","manuell",69,60000,"benzin",8
"43387",1150,"compact","manuell",52,90000,"benzin",19
"43394",2400,"coupe","manuell",118,150000,"benzin",17
"43396",4950,"compact","automatik",84,80000,"benzin",9
"43406",10344,"compact","automatik",179,125000,"benzin",7
"43408",8300,"cabrio","manuell",90,90000,"benzin",11
"43415",3450,"compact","manuell",120,125000,"benzin",10
"43418",32700,"coupe","automatik",156,10000,"benzin",2
"43420",3999,"cabrio","manuell",98,150000,"benzin",26
"43421",13500,"coupe","manuell",122,40000,"benzin",7
"43424",1700,"suv","manuell",125,150000,"diesel",22
"43425",2300,"coupe","manuell",147,150000,"benzin",20
"43428",4990,"compact","manuell",69,60000,"benzin",8
"43430",2750,"compact","manuell",54,100000,"benzin",13
"43433",16000,"suv","manuell",178,80000,"diesel",6
"43434",3250,"compact","manuell",75,150000,"benzin",17
"43435",17485,"suv","manuell",197,100000,"diesel",6
"43439",2750,"compact","manuell",75,60000,"benzin",10
"43443",3999,"coupe","manuell",110,125000,"benzin",12
"43444",1790,"compact","manuell",54,90000,"benzin",11
"43446",9150,"compact","manuell",105,40000,"benzin",7
"43447",7950,"suv","automatik",235,150000,"benzin",13
"43448",4500,"compact","manuell",95,70000,"benzin",9
"43449",250,"compact","manuell",50,150000,"benzin",22
"43450",800,"compact","manuell",50,150000,"benzin",20
"43459",1750,"coupe","automatik",197,150000,"benzin",16
"43460",4700,"cabrio","manuell",193,150000,"benzin",18
"43475",990,"compact","manuell",54,150000,"benzin",20
"43478",7400,"cabrio","automatik",84,80000,"benzin",6
"43480",41900,"coupe","manuell",273,150000,"benzin",26
"43486",8999,"compact","manuell",75,40000,"benzin",5
"43489",999,"coupe","manuell",140,150000,"benzin",26
"43493",22500,"suv","manuell",122,30000,"benzin",2
"43494",3900,"cabrio","manuell",101,150000,"benzin",17
"43495",2600,"compact","manuell",69,125000,"benzin",12
"43496",3299,"coupe","automatik",105,150000,"benzin",22
"43502",12990,"cabrio","manuell",105,50000,"benzin",5
"43505",24900,"cabrio","manuell",260,20000,"benzin",14
"43507",6000,"coupe","automatik",167,150000,"benzin",1
"43508",10000,"compact","manuell",86,70000,"benzin",7
"43510",860,"compact","manuell",75,150000,"benzin",17
"43522",2850,"compact","manuell",54,60000,"benzin",12
"43527",4250,"compact","manuell",88,150000,"benzin",11
"43529",890,"compact","manuell",50,150000,"benzin",20
"43531",14999,"cabrio","manuell",163,125000,"benzin",10
"43533",2500,"compact","manuell",75,150000,"benzin",17
"43540",2400,"cabrio","manuell",192,150000,"benzin",25
"43547",10500,"compact","manuell",86,20000,"benzin",3
"43548",20500,"coupe","automatik",351,125000,"benzin",10
"43551",3990,"compact","manuell",65,50000,"benzin",8
"43552",7900,"compact","automatik",143,125000,"diesel",10
"43554",7990,"suv","manuell",150,150000,"diesel",8
"43556",9999,"cabrio","manuell",200,100000,"benzin",11
"43559",2900,"compact","manuell",60,80000,"benzin",14
"43562",11000,"cabrio","automatik",180,150000,"diesel",10
"43564",49000,"cabrio","automatik",525,125000,"benzin",9
"43569",1299,"compact","manuell",60,80000,"benzin",15
"43574",2200,"cabrio","automatik",110,150000,"benzin",25
"43586",2199,"compact","manuell",61,150000,"benzin",10
"43596",1499,"coupe","manuell",131,150000,"benzin",18
"43599",20900,"cabrio","automatik",182,80000,"benzin",39
"43600",6900,"coupe","manuell",163,150000,"benzin",13
"43605",2650,"compact","manuell",101,150000,"diesel",14
"43608",8450,"compact","manuell",120,125000,"benzin",10
"43617",5500,"coupe","manuell",224,150000,"benzin",18
"43618",19100,"coupe","manuell",333,90000,"benzin",13
"43623",4900,"compact","manuell",75,90000,"benzin",12
"43624",15500,"suv","automatik",197,150000,"diesel",5
"43630",7500,"cabrio","manuell",116,50000,"benzin",9
"43631",1300,"compact","manuell",75,150000,"benzin",20
"43634",5600,"compact","manuell",75,60000,"benzin",7
"43637",10900,"cabrio","manuell",120,50000,"benzin",5
"43640",2500,"coupe","manuell",90,150000,"benzin",30
"43642",15000,"suv","manuell",122,150000,"diesel",14
"43646",18500,"compact","manuell",33,5000,"benzin",49
"43648",17950,"suv","manuell",219,150000,"diesel",8
"43650",200,"compact","manuell",50,125000,"benzin",17
"43658",13399,"cabrio","manuell",192,125000,"benzin",12
"43659",1700,"compact","manuell",58,100000,"benzin",18
"43662",16990,"cabrio","automatik",163,150000,"benzin",11
"43665",20900,"suv","manuell",140,30000,"diesel",3
"43670",6700,"coupe","manuell",200,125000,"benzin",12
"43672",350,"compact","manuell",75,150000,"benzin",24
"43675",7599,"compact","manuell",71,10000,"benzin",2
"43678",1999,"compact","manuell",60,125000,"benzin",13
"43679",2990,"cabrio","automatik",54,30000,"benzin",15
"43683",1000,"compact","manuell",50,150000,"benzin",17
"43687",4800,"compact","manuell",86,125000,"benzin",8
"43688",15200,"cabrio","manuell",143,70000,"benzin",9
"43690",4999,"compact","manuell",69,70000,"benzin",8
"43693",18000,"suv","automatik",224,150000,"diesel",11
"43702",4200,"compact","manuell",75,150000,"benzin",16
"43704",3900,"cabrio","manuell",115,150000,"benzin",20
"43705",3000,"cabrio","manuell",116,125000,"benzin",18
"43707",3200,"cabrio","manuell",110,150000,"benzin",18
"43709",1399,"compact","manuell",75,150000,"benzin",17
"43712",8500,"suv","manuell",86,70000,"benzin",6
"43718",1500,"cabrio","manuell",75,150000,"benzin",23
"43724",3000,"compact","manuell",68,125000,"diesel",11
"43732",4800,"compact","manuell",86,90000,"benzin",9
"43742",999,"compact","manuell",58,125000,"benzin",15
"43750",69000,"coupe","manuell",480,100000,"benzin",10
"43764",2999,"compact","manuell",68,125000,"benzin",11
"43770",2222,"cabrio","manuell",70,150000,"benzin",14
"43777",8500,"suv","automatik",345,100000,"benzin",8
"43782",3150,"compact","manuell",67,90000,"benzin",9
"43785",3150,"compact","manuell",65,90000,"benzin",8
"43787",18999,"suv","automatik",286,150000,"diesel",9
"43796",3299,"compact","manuell",95,150000,"benzin",8
"43797",900,"coupe","manuell",75,150000,"benzin",21
"43809",7200,"compact","manuell",95,100000,"benzin",8
"43810",3200,"compact","manuell",69,150000,"benzin",9
"43812",7990,"compact","manuell",174,100000,"benzin",10
"43813",6390,"cabrio","manuell",150,150000,"benzin",15
"43818",7500,"compact","manuell",80,30000,"benzin",9
"43819",6599,"suv","manuell",110,150000,"diesel",6
"43827",5200,"cabrio","manuell",86,150000,"benzin",33
"43831",1150,"compact","manuell",60,100000,"benzin",19
"43840",34900,"cabrio","automatik",420,125000,"benzin",8
"43841",1390,"compact","manuell",75,150000,"benzin",16
"43849",3999,"compact","automatik",69,40000,"benzin",9
"43859",15999,"cabrio","manuell",126,50000,"benzin",5
"43860",850,"compact","manuell",58,150000,"benzin",17
"43862",5349,"compact","manuell",95,50000,"benzin",7
"43864",800,"compact","manuell",60,150000,"benzin",17
"43865",2950,"compact","automatik",75,90000,"benzin",13
"43868",12500,"coupe","automatik",306,30000,"benzin",7
"43869",16500,"coupe","automatik",190,125000,"diesel",7
"43870",7900,"cabrio","manuell",224,150000,"benzin",16
"43873",4700,"compact","manuell",90,150000,"diesel",7
"43874",750,"compact","manuell",90,150000,"benzin",20
"43876",944,"coupe","manuell",90,150000,"benzin",19
"43878",17999,"cabrio","manuell",120,10000,"benzin",2
"43885",2200,"compact","manuell",53,90000,"benzin",17
"43896",8800,"compact","manuell",75,40000,"diesel",3
"43897",17500,"suv","manuell",170,150000,"diesel",5
"43898",5300,"compact","manuell",87,125000,"benzin",7
"43905",9500,"suv","manuell",150,100000,"diesel",9
"43906",24000,"coupe","automatik",240,150000,"diesel",9
"43913",799,"compact","manuell",60,150000,"benzin",18
"43914",1400,"compact","manuell",50,150000,"benzin",18
"43920",2290,"compact","manuell",51,150000,"benzin",13
"43930",33777,"cabrio","manuell",211,60000,"benzin",4
"43931",19500,"cabrio","manuell",140,60000,"diesel",5
"43934",11200,"suv","manuell",136,125000,"diesel",7
"43937",950,"compact","manuell",54,125000,"benzin",33
"43939",2900,"compact","manuell",60,125000,"benzin",12
"43946",3300,"coupe","manuell",170,150000,"benzin",18
"43950",7999,"coupe","manuell",102,150000,"benzin",11
"43951",1700,"compact","manuell",82,150000,"benzin",13
"43960",444,"suv","automatik",272,20000,"benzin",3
"43962",3600,"suv","manuell",90,150000,"diesel",26
"43963",799,"compact","manuell",45,150000,"benzin",21
"43964",15250,"cabrio","automatik",200,125000,"benzin",9
"43969",11250,"cabrio","automatik",98,50000,"benzin",7
"43971",24500,"suv","manuell",185,50000,"diesel",3
"43980",3666,"cabrio","manuell",75,5000,"benzin",22
"43985",2500,"coupe","manuell",132,150000,"benzin",25
"43986",23400,"cabrio","automatik",245,90000,"benzin",11
"43987",8900,"compact","manuell",120,50000,"benzin",8
"43988",1100,"compact","manuell",75,150000,"benzin",16
"43995",150,"compact","manuell",45,150000,"benzin",22
"43997",20500,"coupe","manuell",170,150000,"diesel",8
"44000",6500,"coupe","manuell",150,150000,"diesel",11
"44002",6599,"compact","manuell",105,125000,"benzin",9
"44004",1500,"compact","manuell",60,150000,"benzin",17
"44008",39800,"cabrio","automatik",333,40000,"benzin",5
"44010",1450,"coupe","manuell",103,150000,"benzin",14
"44015",4550,"suv","manuell",150,125000,"benzin",13
"44025",28200,"suv","automatik",239,100000,"diesel",6
"44026",580,"compact","manuell",60,150000,"benzin",21
"44028",16999,"cabrio","automatik",231,150000,"diesel",10
"44029",1850,"compact","manuell",45,40000,"benzin",21
"44032",4000,"compact","automatik",90,100000,"benzin",15
"44037",9600,"suv","automatik",218,150000,"diesel",11
"44043",8300,"cabrio","manuell",163,150000,"benzin",12
"44046",10500,"suv","manuell",110,125000,"diesel",6
"44048",25000,"cabrio","manuell",295,90000,"benzin",10
"44049",1300,"compact","manuell",75,150000,"benzin",13
"44050",4690,"cabrio","manuell",115,125000,"benzin",23
"44051",990,"compact","automatik",58,125000,"benzin",18
"44056",15600,"suv","manuell",143,150000,"benzin",6
"44060",14500,"coupe","automatik",343,150000,"benzin",15
"44061",350,"compact","manuell",58,125000,"benzin",13
"44063",600,"compact","manuell",58,150000,"benzin",16
"44066",6400,"compact","manuell",60,125000,"benzin",7
"44073",3399,"compact","automatik",61,150000,"diesel",17
"44074",6490,"compact","manuell",70,90000,"benzin",7
"44082",2000,"compact","manuell",75,70000,"benzin",8
"44083",1750,"compact","manuell",75,150000,"diesel",16
"44085",11800,"coupe","automatik",299,150000,"benzin",9
"44086",13500,"suv","manuell",190,150000,"diesel",11
"44087",8900,"suv","manuell",177,70000,"benzin",27
"44089",850,"compact","manuell",60,150000,"benzin",18
"44092",1000,"compact","manuell",75,150000,"benzin",24
"44096",999,"compact","manuell",58,150000,"benzin",16
"44100",3499,"compact","manuell",64,100000,"benzin",13
"44101",4700,"compact","manuell",116,150000,"benzin",14
"44106",10300,"cabrio","manuell",69,30000,"benzin",4
"44108",4800,"compact","manuell",120,125000,"benzin",8
"44109",2900,"compact","manuell",69,100000,"benzin",11
"44111",4040,"compact","manuell",73,80000,"benzin",10
"44112",3699,"compact","manuell",64,100000,"benzin",14
"44113",1450,"compact","manuell",25,100000,"benzin",39
"44118",7350,"cabrio","manuell",179,150000,"benzin",16
"44123",14500,"coupe","manuell",177,70000,"benzin",7
